"ID (do not edit)","Content type","Element type","Source language (EN)","Target language (ZH)"
"{""contentId"":""9455003e-9856-40fd-bff0-2bfdea248fdc"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_5"" style=""font-size:20px""><span style=""font-size:20px"">Public Seminar at&nbsp;</span></p>

<p class=""font_5"" style=""font-size:20px""><span style=""font-size:20px"">Chinese University of HK</span></p>","<p class=""font_5"" style=""font-size:20px""><span style=""font-size:20px"">公開研討會於</span></p><p class=""font_5"" style=""font-size:20px""><span style=""font-size:20px"">香港中文大學</span></p>"
"{""contentId"":""94c19bb0-baf0-4faf-b11a-eb3a49a663aa"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_4"" style=""font-size:26px; line-height:normal; text-align:center""><span style=""letter-spacing:normal""><span style=""font-size:26px"">DEI</span></span></p>","<p class=""font_4"" style=""font-size:26px; line-height:normal; text-align:center""><span style=""letter-spacing:normal""><span style=""font-size:26px"">DEI</span></span></p>"
"{""contentId"":""94dbba26-16e1-48a0-9795-04fd75888a64"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">Professor John Kim from Harvard Business School was in Hong Kong and facilitated a case analysis of the development of NDAHK.&nbsp; The session generated much in-depth discussions on possible ways in creating a sustainable model that fuels the mission of NDAHK.</span></p>","<p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">哈佛商學院的John Kim教授在香港對NDAHK的發展進行了案例分析。會議就創建可持續模式以推動 NDAHK 使命的可能方式進行了深入討論。</span></p>"
"{""contentId"":""96110daf-f1ce-46a2-951b-328265442b00"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_5"" style=""font-size:20px""><span style=""font-size:20px"">Neurodiversity Celebration Week at HSBC Ability</span></p>","<p class=""font_5"" style=""font-size:20px""><span style=""font-size:20px"">匯豐銀行能力神經多樣性慶祝週</span></p>"
"{""contentId"":""96e08ed9-a03c-4182-a6d4-37807b95ee38"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<blockquote class=""font_6"" style=""font-size:20px; line-height:1.8em; text-align:center""><span style=""font-weight:normal""><span style=""font-size:20px"">advocates for a perspective shift from medical-based to social-based model</span></span></blockquote>","<blockquote class=""font_6"" style=""font-size:20px; line-height:1.8em; text-align:center""><span style=""font-weight:normal""><span style=""font-size:20px"">倡導從以醫療為基礎的模式轉向社會為基礎的模式</span></span></blockquote>"
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""ee43a1a7-01d7-4f54-b149-8181d9a28fdf""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""ee43a1a7-01d7-4f54-b149-8181d9a28fdf""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""b62e7937-c5e0-439d-b3f3-934446005e76""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""b62e7937-c5e0-439d-b3f3-934446005e76""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""9941bd41-fe13-4dd9-a7f6-cd25d03679b4""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""9941bd41-fe13-4dd9-a7f6-cd25d03679b4""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""20d07666-c9b5-4c5b-a089-3bff3fa8a9d2""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""20d07666-c9b5-4c5b-a089-3bff3fa8a9d2""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""da3f00cc-58f9-4d90-af70-35a8378a743b""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""da3f00cc-58f9-4d90-af70-35a8378a743b""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""8095b6a1-3d78-4278-9bba-eaf02a034032""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""8095b6a1-3d78-4278-9bba-eaf02a034032""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""31d7fc49-9408-42a7-b699-6f19c019df8a""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""31d7fc49-9408-42a7-b699-6f19c019df8a""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""84477655-497b-4ac2-8bb4-eacdaf00eb25""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""84477655-497b-4ac2-8bb4-eacdaf00eb25""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""8489935c-bf01-445e-adcd-4fbc8bb1ad64""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""8489935c-bf01-445e-adcd-4fbc8bb1ad64""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""e8d63f5f-2d7c-41c6-964c-50872a494b3c""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""e8d63f5f-2d7c-41c6-964c-50872a494b3c""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""3450952d-720b-4cf6-b4ab-973cc7915192""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""3450952d-720b-4cf6-b4ab-973cc7915192""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""ec97a368-9814-4476-a994-2bea12364cd5""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""ec97a368-9814-4476-a994-2bea12364cd5""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""1fcede74-1cf2-4fd3-b4f9-392010e2f56c""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""1fcede74-1cf2-4fd3-b4f9-392010e2f56c""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""23ad360f-b4e8-4f0e-b39d-91288e0e8b64""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""23ad360f-b4e8-4f0e-b39d-91288e0e8b64""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""0080e388-385a-4d57-a488-860241936165""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""0080e388-385a-4d57-a488-860241936165""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""67457ff8-13f6-42fe-bdad-d161c6c78224""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""67457ff8-13f6-42fe-bdad-d161c6c78224""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""05335d2c-b166-4fe0-a2dd-b64560a6aaa9""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""05335d2c-b166-4fe0-a2dd-b64560a6aaa9""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""a5ad6f87-5aea-4106-8c36-89ed6505b087""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""a5ad6f87-5aea-4106-8c36-89ed6505b087""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""d04ae820-5eca-454a-a1aa-64a33477a1a7""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""d04ae820-5eca-454a-a1aa-64a33477a1a7""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""ad10586b-0972-43ce-a85c-6ac206d1f4d1""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""ad10586b-0972-43ce-a85c-6ac206d1f4d1""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""fce47f3e-2ffc-4d69-b422-1862e88e2fa2""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""fce47f3e-2ffc-4d69-b422-1862e88e2fa2""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""43f70cba-bddb-4e74-9205-64e5db565403""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""43f70cba-bddb-4e74-9205-64e5db565403""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""aa22d619-3bdc-432b-8b02-4fb4f2849f7e""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""aa22d619-3bdc-432b-8b02-4fb4f2849f7e""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""d52d4679-f692-4381-9740-4b538ba60fe1""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""d52d4679-f692-4381-9740-4b538ba60fe1""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""9635b31e-0d78-438c-b962-0505506f17b8""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""9635b31e-0d78-438c-b962-0505506f17b8""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""3a873a44-0717-411e-bd5f-b9f5470bef78""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""3a873a44-0717-411e-bd5f-b9f5470bef78""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""45a6f165-bdc7-44b9-9b03-d4826438eeaf""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""45a6f165-bdc7-44b9-9b03-d4826438eeaf""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""2617479c-f801-4e0b-b31d-2d54f77de010""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""alt"",""sequencePath"":[{""seqName"":""items"",""itemId"":""2617479c-f801-4e0b-b31d-2d54f77de010""}]}","TEXT","Gallery",,
"{""contentId"":""97326535-27d8-481a-a2cb-a95132056be0"",""fieldId"":""title"",""sequencePath"":[{""seqName"":""items"",""itemId"":""44caf391-a488-4c83-8b83-382c35691c60""}]}","TEXT","Gallery",,
